,SK_ID_CURR,TARGET,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,TOTALAREA_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,NonNA_Percentage,Jenny's,Max Correlation,3rd max,4th max
NONLIVINGAPARTMENTS_AVG,-0.002574621,-0.003176108,0.00405074,0.029519782,0.014362257,0.021306489,0.015424331,0.024293278,0.002228612,-0.004679562,0.034227767,-0.00388406,-0.02480605,,0.004756192,-0.001859514,-0.002609194,0.000950756,-0.001502987,0.002193023,-0.016742893,-0.019300893,0.015506086,0.001150916,0.004421806,0.006018142,-0.006973876,-0.003981592,0.000857761,0.015851228,0.019879707,0.006776758,0.194113516,0.09541772,0.034979369,0.070929332,0.105581537,0.121667769,0.061532844,0.113328266,0.075800637,0.065854621,0.160468813,0.135396134,1,0.217268669,0.179157491,0.090195347,0.020371768,0.069647621,0.102766018,0.11352769,0.051625437,0.10744444,0.07251741,0.061269802,0.141175686,0.126581046,0.969369829,0.20809651,0.190206242,0.094879284,0.031623825,0.070490921,0.105544099,0.121501251,0.060821804,0.112418026,0.075320363,0.06773913,0.156409329,0.13434195,0.990767874,0.216707481,0.14415092,-0.002660004,0.003856903,-0.002283696,0.000169034,0.000676068,-0.001175968,-0.010048486,0.02638007,0.003808687,-0.002009799,-0.001547524,0.010490993,0.003702929,-0.000888729,0.007609553,0.002828462,0.003235069,0.00432351,0.005778404,-0.001308217,0.001989574,0.000523438,-0.00221633,-0.001576575,-0.00051368,-0.000172509,-0.00071441,-0.002525201,0.001306112,0.001955707,-0.001210252,-0.005627819,No,0.990767874,0.969369829,0.217268669
NONLIVINGAREA_AVG,0.00304177,-0.01357807,2.82E-05,0.074604166,0.037884525,0.049592692,0.041911718,0.074815612,0.005712396,-0.012857852,0.049011731,0.002307938,-0.031386421,,0.01293392,0.001254842,-0.006175448,0.01696844,0.015015685,0.000930757,-0.08126604,-0.081602763,0.044931033,0.008505354,0.01137337,0.015312292,-0.015450448,-0.020857185,-0.015066787,0.031500172,0.045082973,-0.002336134,0.299718864,0.266349168,0.009665813,0.127709437,0.227614531,0.283366923,0.165729232,0.253844034,0.153110962,0.163538342,0.293275972,0.302100586,0.217268669,1,0.287129431,0.256550405,-0.011339931,0.125303143,0.220284749,0.274537768,0.155612895,0.248498548,0.146899902,0.157146926,0.285494125,0.286779149,0.21019552,0.966086552,0.297104855,0.265948516,0.011542505,0.127783188,0.227574321,0.280468448,0.162893297,0.252892917,0.152032873,0.16348885,0.293841486,0.298186764,0.217241583,0.990443528,0.366604365,-0.016209491,-0.011666918,-0.016078889,-0.011551327,-0.001706589,0.001317909,-0.029225199,0.000290654,0.003137042,-0.009543025,0.003312724,0.032694664,0.012988704,0.001679185,0.006454011,0.010941603,0.007357706,0.016786214,0.009358181,9.62E-05,0.008186182,0.003770985,0.001146713,-0.001481978,-0.000182568,0.003974144,0.002923003,-0.006021758,0.013876822,-0.003135442,-0.009095993,-0.067609117,No,0.990443528,0.966086552,0.366604365
APARTMENTS_MODE,0.00196145,-0.027283871,-0.01210484,0.029994239,0.053072047,0.066400834,0.057522681,0.175028632,0.004959204,-0.014632413,0.012732266,-0.007129369,-0.045408973,-0.000282563,0.014720112,-0.010659237,-0.000798613,0.05044316,0.028515832,-0.009144217,-0.123837469,-0.144413532,0.07515121,0.002230442,0.008821733,0.017830794,-0.049204145,-0.088749362,-0.071526989,0.047580534,0.080496297,0.004879435,0.973259463,0.666023447,0.100665168,0.323249586,0.515926036,0.806009031,0.612364006,0.585963703,0.418908733,0.497395468,0.908277626,0.890721028,0.179157491,0.287129431,1,0.678565251,0.101020583,0.330089946,0.528204947,0.826215926,0.615781853,0.59576133,0.423343225,0.508160289,0.937758252,0.910376444,0.184162304,0.294580668,0.977193059,0.668783254,0.099849731,0.32244158,0.518883511,0.808857585,0.612535933,0.585007258,0.418234292,0.50143963,0.914520905,0.894122095,0.181759659,0.289839322,0.863628399,-0.020834129,-0.012628444,-0.020413781,-0.015337405,-0.007597907,0.003880759,-0.038848922,0.001853852,0.004455747,-0.008589574,-0.00074931,0.049122459,0.01446231,-0.002402523,0.017599772,0.004040808,0.018087346,0.015413409,0.009631334,0.00499451,0.005717011,0.005092953,0.000312231,-0.002887665,-0.004040089,0.00207967,0.004367875,0.000431863,0.032813662,-0.002392958,-0.014625508,0.108232507,APARTMENTS_MODE,0.977193059,0.973259463,0.937758252
BASEMENTAREA_MODE,-0.00141103,-0.019952284,-0.008512992,0.012821296,0.031212687,0.034443437,0.035811016,0.065779133,-0.004319097,-0.000242911,-0.020010587,-0.013191813,-0.027319805,0.000835004,0.000137821,-0.000748397,-0.000409358,0.04346962,0.014505559,-0.003541574,-0.033520028,-0.04768876,0.034441207,0.00315453,-0.004370181,0.000351854,-0.024111425,-0.0481862,-0.039643306,0.034692212,0.037681753,0.008078059,0.661478876,0.973495785,0.080754049,0.233864483,0.388209999,0.539972681,0.653636706,0.299056794,0.197463307,0.471003691,0.624852005,0.674359297,0.090195347,0.256550405,0.678565251,1,0.056894672,0.243943573,0.407206369,0.553751424,0.654141818,0.309493433,0.205186382,0.483332977,0.654070274,0.690379212,0.096539837,0.272278944,0.663955057,0.977938365,0.07226237,0.233348217,0.390932423,0.541060844,0.652579135,0.298613449,0.197091918,0.4750902,0.629620488,0.673648414,0.091747869,0.261356689,0.649273973,-0.011337814,-0.00870884,-0.011015379,-0.011405102,-0.006388833,-0.001843989,-0.023301709,-0.000156966,-0.000100874,0.002780648,-0.002273708,0.024825497,0.005640641,-0.00148397,0.013161339,0.004952896,0.008970828,0.00569423,0.005576799,0.004296963,0.00393962,0.004595664,-0.002426732,-5.65E-05,-0.003702053,-3.61E-06,0.004808549,-0.000793986,0.020000879,-0.000861396,-0.011243494,0.000227738,No,0.977938365,0.973495785,0.690379212
YEARS_BEGINEXPLUATATION_MODE,0.001890157,-0.009036447,0.006198876,0.005283824,0.00480385,0.012554732,0.005798805,-0.006837244,0.00071388,0.008637064,0.008782662,-0.00259041,0.002475779,-0.000621773,-0.008676423,-0.002095569,0.001107435,0.010818369,0.003419328,0.007042727,0.004500249,-0.000872024,-0.011211221,0.001360937,0.011119259,0.012578871,-0.01139443,-0.013672887,-0.006838966,0.001442419,0.008163243,-0.000611451,0.095130818,0.058420625,0.971893368,0.289057268,0.048141464,0.072158392,0.037439779,0.103683587,0.097034936,0.051226281,0.083097785,0.075230286,0.020371768,-0.011339931,0.101020583,0.056894672,1,0.29120729,0.046172212,0.076503093,0.035777848,0.10650675,0.096532191,0.050221828,0.081645811,0.073632045,0.018918356,-0.004790013,0.095434008,0.05786377,0.963538698,0.289036986,0.048225175,0.072671398,0.036991097,0.103489686,0.096884316,0.051405854,0.083318049,0.074975046,0.019932334,-0.01216126,0.09798727,-2.93E-05,-0.003590516,-0.000107635,-0.003390212,0.001752966,0.000520069,-0.004038817,-4.93E-06,-0.003890274,0.00566725,0.000948191,0.003479939,0.002642046,0.000252565,-0.00618215,0.000280585,0.001557067,0.000234577,-0.002143501,-0.001102834,0.001520343,0.003296794,0.001863124,0.000968338,6.90E-05,0.00046053,-0.002150778,0.002855992,-0.000402102,0.002112598,-0.008161547,0.119860521,YEARS_BEGINEXPLUATATION_MODE,0.971893368,0.963538698,0.29120729
YEARS_BUILD_MODE,0.005244722,-0.022068204,0.029548591,0.037299437,0.033477691,0.030931892,0.039409846,-0.063779016,0.025843703,-0.005052787,0.16274438,-0.007168518,-0.047273924,,0.005064617,0.012047932,-0.001865418,-0.006107452,0.004621987,0.040906124,0.045814197,0.038575061,-0.015938362,0.006074519,0.019683942,0.017023231,0.00942977,0.028785839,0.025224929,0.015704455,0.010088203,0.015122532,0.339222478,0.249285343,0.477991428,0.989443922,0.229357583,0.339425414,0.095095453,0.509044765,0.352273228,0.183509702,0.332021395,0.353565616,0.069647621,0.125303143,0.330089946,0.243943573,0.29120729,1,0.227028824,0.337135317,0.087590308,0.511505805,0.353388851,0.179272506,0.332567954,0.345002512,0.066402502,0.117317382,0.338613986,0.24790732,0.42216437,0.989462527,0.230479805,0.340469826,0.093800812,0.509240542,0.352442031,0.185102172,0.33370349,0.353537172,0.06852748,0.124443422,0.355718236,0.001173488,-0.010104411,0.001096798,-0.011034767,0.01184348,0.000810644,-0.019065093,-0.000942861,-0.000951824,0.00141187,0.000379211,0.024453817,-0.001523951,-0.000281177,0.004301809,0.003289627,0.009399522,0.008420485,-6.90E-05,0.000879568,0.000893046,0.007189934,0.000901628,-0.005694367,-0.009375329,0.001303928,0.001469005,-0.004390015,-0.002828706,-0.006996372,-0.025018096,0.043758631,YEARS_BUILD_MODE,0.989462527,0.989443922,0.511505805
COMMONAREA_MODE,-0.001058196,-0.016340337,0.000440097,0.075624592,0.042341413,0.049073704,0.043085938,0.130930895,0.009649331,-0.01304088,0.029172091,-1.24E-05,-0.030161459,,0.013112483,0.002186169,-0.003946378,0.037403267,0.018632696,0.002607592,-0.094231283,-0.105387447,0.038362201,0.01180386,0.018961015,0.028017305,-0.016125729,-0.03007793,-0.023594337,0.027537807,0.044244069,-0.002645452,0.529508901,0.402105954,0.086286011,0.223497938,0.977147092,0.505148864,0.333581682,0.378213424,0.275965978,0.26729386,0.523099469,0.537317997,0.102766018,0.220284749,0.528204947,0.407206369,0.046172212,0.227028824,1,0.507135682,0.323693083,0.380520547,0.277528659,0.266000332,0.538951735,0.537778423,0.108026723,0.228343673,0.531576719,0.4053556,0.069053477,0.223096146,0.979886598,0.50635223,0.33298223,0.377027064,0.275437967,0.269723055,0.527031318,0.538446373,0.104163384,0.224873639,0.543141077,-0.016865348,-0.011345449,-0.016467904,-0.012113989,-0.001677906,-0.001286181,-0.031302129,0.003670301,0.000170181,-0.00692797,0.003754222,0.044202145,0.012667354,-0.002710058,0.014240866,0.00402254,0.011700841,0.010615249,0.008605508,0.006883573,0.000139404,0.013178301,0.007075061,-0.000797242,-0.005049403,0.006455908,0.005777929,-0.007190192,0.021796862,-0.008781268,-0.013145234,0.019128345,COMMONAREA_MODE,0.979886598,0.977147092,0.543141077
ELEVATORS_MODE,0.005017249,-0.032131171,-0.006396979,0.041031822,0.074739891,0.093131103,0.077977517,0.251539271,-0.000888774,-0.008802082,0.002729306,-0.010633639,-0.061364856,-0.000923968,0.00892651,-0.009121519,-0.005128026,0.071397604,0.038282208,0.0004736,-0.200736591,-0.21311692,0.098346603,0.012964361,0.021148235,0.032216955,-0.041001053,-0.076235505,-0.060609914,0.068595378,0.106180026,0.007071554,0.822553276,0.555096148,0.079578346,0.334068036,0.5055424,0.978837282,0.404038021,0.656254073,0.49518463,0.37759184,0.794159189,0.852590502,0.11352769,0.274537768,0.826215926,0.553751424,0.076503093,0.337135317,0.507135682,1,0.402095615,0.660912782,0.494897391,0.379208909,0.80760146,0.855977944,0.114347943,0.27378963,0.825619278,0.55615979,0.078549518,0.333605643,0.507059682,0.982827888,0.404202189,0.655619792,0.494529951,0.379988884,0.799438224,0.855766556,0.114099751,0.275252373,0.820812981,-0.029224899,-0.020206771,-0.028832725,-0.021676882,-0.009012036,0.004269608,-0.058005287,0.001145818,0.007753569,-0.005389648,0.001540384,0.069891154,0.020989664,-0.002963693,0.015599099,0.004718013,0.021176466,0.021254015,0.013456489,0.003338541,0.003972756,0.006885239,0.001625702,-0.004000134,-0.004204801,0.000987601,0.004600394,-0.000138958,0.040562479,-0.004251559,-0.0174756,0.022803306,No,0.982827888,0.978837282,0.855977944
ENTRANCES_MODE,-0.002844118,-0.017387422,-0.006880464,0.002027008,0.009361224,0.007362173,0.013334788,0.015983364,-0.009374171,0.0049429,-0.060087192,-0.015547834,-0.01305465,0.001059217,-0.005142301,-0.001707835,0.003106097,0.039326287,0.006582535,-0.002015227,-0.005231572,-0.012538619,0.016342185,-0.002082889,-0.010375732,-0.006760767,-0.022897144,-0.036375835,-0.02979064,0.017499135,0.02377102,0.010903323,0.583158029,0.626382133,0.037565902,0.074728663,0.30191511,0.375625827,0.977742556,0.062719221,0.016963843,0.49715502,0.532032816,0.590404673,0.051625437,0.155612895,0.615781853,0.654141818,0.035777848,0.087590308,0.323693083,0.402095615,1,0.07762604,0.029801419,0.516794621,0.567540549,0.622891311,0.060605195,0.176348822,0.587951382,0.631321071,0.035878204,0.073897604,0.304751876,0.379300771,0.980677161,0.062026656,0.016772941,0.501237234,0.53773134,0.594829491,0.05383727,0.159925329,0.561227554,0.000644456,-0.002569311,0.000882816,-0.005560135,-0.011254948,0.001825394,-0.007366264,0.000706731,-0.00245502,0.004608836,-0.004521999,0.00611731,0.000902598,-0.000412163,0.010706896,0.003448337,0.004732317,0.001413016,0.007147266,0.003128141,0.008281344,-0.000517771,-0.000384353,-0.003051617,-0.000877925,-0.003228455,0.00547193,0.002056586,0.011069069,0.000195316,-0.008192159,0.05758106,No,0.980677161,0.977742556,0.654141818
FLOORSMAX_MODE,0.004386208,-0.043226263,-0.009550308,0.057675463,0.100418089,0.126301597,0.10553212,0.303992028,0.001293784,-0.015063694,0.049656875,-0.01030816,-0.08121127,-0.002703101,0.015155961,-0.023017849,-0.010102579,0.067908974,0.045396737,-0.002394681,-0.21986994,-0.237218516,0.115169824,0.009303554,0.031566374,0.043833244,-0.068042926,-0.111911607,-0.084931592,0.089760479,0.130116611,0.004378485,0.614497549,0.328757674,0.127085607,0.512382378,0.398065197,0.670987818,0.09210551,0.985689424,0.729179277,0.221584716,0.58259396,0.626167514,0.10744444,0.248498548,0.59576133,0.309493433,0.10650675,0.511505805,0.380520547,0.660912782,0.07762604,1,0.726334262,0.213075119,0.571625145,0.605884904,0.100440086,0.231138368,0.612570447,0.325519922,0.124649041,0.512504244,0.397238762,0.669191638,0.087818254,0.988237492,0.72987102,0.221872983,0.582811077,0.624321508,0.106062385,0.243784997,0.625374169,-0.035424774,-0.02691866,-0.035183087,-0.027447468,-0.0067493,0.001647965,-0.073256968,0.00051424,0.010568096,-0.006494219,0.001973992,0.082668629,0.030659304,-0.000552444,0.02029133,0.00121517,0.026618272,0.028641716,0.010438557,0.009007197,0.001394883,0.012276919,0.000907581,-0.002361559,-0.00581362,0.003469983,0.002534974,0.000317443,0.044120691,-0.000360732,-0.019110553,0.13974364,No,0.988237492,0.985689424,0.72987102
FLOORSMIN_MODE,0.00208149,-0.032697825,-0.008043748,0.131800046,0.075484618,0.094457481,0.077769526,0.275655695,0.000927357,-0.015407343,0.020234522,-0.008991294,-0.072488877,,0.015565726,-0.015107682,-0.004727159,0.059144206,0.041623954,0.000255566,-0.215370503,-0.223656498,0.112840925,0.012279267,0.044000385,0.054113205,-0.040210498,-0.073452259,-0.057798497,0.07138954,0.10669371,0.003083859,0.436553195,0.218307115,0.162939614,0.35209228,0.288792026,0.499618145,0.038570282,0.722242924,0.98587514,0.150629499,0.430223619,0.457657196,0.07251741,0.146899902,0.423343225,0.205186382,0.096532191,0.353388851,0.277528659,0.494897391,0.029801419,0.726334262,1,0.148639851,0.428473971,0.442907523,0.070663238,0.135331084,0.434973194,0.215689489,0.142918815,0.352098866,0.287403039,0.499354769,0.035979579,0.722970016,0.98840559,0.152691703,0.430656612,0.456619546,0.071201445,0.142540762,0.443658011,-0.031202001,-0.020536153,-0.030780572,-0.019894842,-0.007684239,0.002066919,-0.06383136,0.008293615,0.011466185,-0.009284407,0.001953088,0.068887727,0.025423834,-0.000674222,0.025603269,0.003722673,0.019556681,0.021516138,0.008957317,0.003379964,-0.00305397,0.011458373,0.004645555,-0.000576927,-0.005069314,0.003409896,0.003981944,-3.90E-05,0.035403386,-0.003628204,-0.009011112,0.047220113,No,0.98840559,0.98587514,0.726334262
LANDAREA_MODE,0.001548024,-0.010174104,-0.002212462,-0.003673821,0.002532118,0.003621035,0.009378915,-0.060558193,0.003799833,-0.00875768,0.003353555,-0.008026115,-0.01934283,-0.000617515,0.008657306,0.001342541,0.007187851,0.006732185,0.002348037,0.003311535,0.057343501,0.047232226,0.011998652,-0.014235818,-0.010313133,-0.006717028,-0.025897213,-0.039075636,-0.032453077,0.002425996,0.017314413,0.009397654,0.487651449,0.461969363,0.070007998,0.170190254,0.244197604,0.361732915,0.510704773,0.203032213,0.138763625,0.973696065,0.411130692,0.491234534,0.061269802,0.157146926,0.508160289,0.483332977,0.050221828,0.179272506,0.266000332,0.379208909,0.516794621,0.213075119,0.148639851,1,0.439171848,0.512531377,0.065030866,0.17043067,0.489932068,0.465139344,0.06455335,0.170062041,0.247306808,0.363825061,0.510724287,0.203008292,0.139226703,0.980835492,0.415821357,0.49242162,0.059949987,0.161321323,0.478382027,-0.000985406,-0.003576992,-0.000878125,-0.002881876,-0.001110921,0.001028157,0.005545609,-0.002686012,-0.008390563,-0.012122695,-0.002401656,0.002081774,-0.008436488,-0.001544538,0.008711278,0.004872154,0.000434082,-0.004141013,0.005870042,0.00443115,0.002998998,-0.000598858,-0.00033913,0.001904093,-0.004111058,-0.001321223,0.005615657,0.00833234,0.01381179,0.006206526,-0.009939409,-0.007805481,No,0.980835492,0.973696065,0.516794621
LIVINGAPARTMENTS_MODE,0.003589054,-0.023393246,-0.007955105,0.092990965,0.051207661,0.065605564,0.053812762,0.163155902,0.011743244,-0.019579333,0.023104337,-0.001583778,-0.044225555,,0.019735964,-0.010137354,-0.002426219,0.045261951,0.028403253,-0.005953455,-0.129676353,-0.15572026,0.0719625,0.006482344,0.013967998,0.022858269,-0.034371154,-0.0701332,-0.058494553,0.039021931,0.071331566,0.004377912,0.930554084,0.647432047,0.14126872,0.32619467,0.526574362,0.797060016,0.575947813,0.56776995,0.425370926,0.434478972,0.970116679,0.873097652,0.141175686,0.285494125,0.937758252,0.654070274,0.081645811,0.332567954,0.538951735,0.80760146,0.567540549,0.571625145,0.428473971,0.439171848,1,0.87847093,0.144726984,0.289316922,0.932170785,0.65176475,0.118146618,0.325222888,0.529557358,0.798730303,0.574676073,0.565648813,0.424661236,0.438269233,0.975605304,0.874362481,0.142786952,0.287764661,0.833872083,-0.02359276,-0.014732226,-0.023223699,-0.016732278,-0.003790082,0.000917657,-0.041679217,0.004488495,0.006278926,-0.012564501,-0.00202706,0.054372211,0.015086712,-0.002103337,0.018987077,0.008359876,0.019500071,0.015439011,0.013810259,0.00266233,-0.000428828,0.007013471,0.000485587,-0.003991453,-0.005987673,0.00363438,0.007223616,-0.003053462,0.032666663,-0.007405266,-0.013157502,0.032762829,No,0.975605304,0.970116679,0.937758252
LIVINGAREA_MODE,0.002156498,-0.030684616,-0.009516602,0.034914648,0.06414174,0.079425657,0.069324256,0.180931521,-2.03E-05,-0.010847088,0.00745654,-0.012096084,-0.055302353,-0.000633406,0.010857885,-0.008666792,-0.004669361,0.058225726,0.032346996,-0.003080081,-0.133442322,-0.152907767,0.075582577,0.003350764,0.012517344,0.022342913,-0.048210552,-0.081945861,-0.065374269,0.06204596,0.086026366,0.005436657,0.893463124,0.677159204,0.089122658,0.338392108,0.524185599,0.83891972,0.622822318,0.597064181,0.439544354,0.501797209,0.851703333,0.972049845,0.126581046,0.286779149,0.910376444,0.690379212,0.073632045,0.345002512,0.537778423,0.855977944,0.622891311,0.605884904,0.442907523,0.512531377,0.87847093,1,0.130623504,0.295724908,0.896134052,0.680548907,0.08473605,0.337614275,0.52707571,0.841073099,0.622234894,0.596192739,0.438640395,0.505529371,0.857379404,0.974743375,0.128294462,0.290368377,0.899246934,-0.021320332,-0.014851445,-0.020959029,-0.017000248,-0.009606829,0.00227327,-0.04701987,0.001748831,0.003978979,-0.008273986,-0.001296938,0.057322021,0.016912593,-0.002183162,0.020719808,0.005666242,0.020089835,0.017499151,0.011278264,0.004919022,0.009294989,0.006188296,0.000134754,-0.002593683,-0.004258613,0.003151998,0.006659233,-0.000508183,0.032583562,-0.001641206,-0.017190082,0.106859667,No,0.974743375,0.972049845,0.910376444
NONLIVINGAPARTMENTS_MODE,-0.001922979,-0.001556561,0.004077146,0.025019645,0.011106103,0.016753677,0.011866152,0.01653629,0.003025095,-0.004860701,0.031757572,-0.003698698,-0.022009683,,0.004925614,-0.000141367,-0.001376356,-0.000891273,-0.00215315,0.002190647,-0.008775342,-0.012166012,0.013466703,0.00142472,0.005777322,0.00706713,-0.005419345,-0.000692505,0.003774241,0.013857915,0.016856249,0.006122067,0.187095953,0.094249036,0.031483866,0.06449376,0.103456749,0.114869852,0.064240879,0.102180256,0.068777661,0.06489667,0.14517496,0.129937918,0.969369829,0.21019552,0.184162304,0.096539837,0.018918356,0.066402502,0.108026723,0.114347943,0.060605195,0.100440086,0.070663238,0.065030866,0.144726984,0.130623504,1,0.213163315,0.186143443,0.094977301,0.028582201,0.064480917,0.104547872,0.11566241,0.064368437,0.102242051,0.068789657,0.065814809,0.146209628,0.129882197,0.978574594,0.211746914,0.137992519,-0.001715939,0.005434019,-0.001348628,0.001154034,0.000329603,-0.00116997,-0.007484879,0.027314321,0.003676473,-0.002331642,-0.001639799,0.008882523,0.001771091,-0.000827281,0.008014393,0.002997226,0.000447954,0.001434619,0.006270796,-0.000727876,0.002215917,0.001004666,-0.002153984,-0.001542921,-0.000795993,-0.001139359,-0.000443716,-0.00260422,-0.000701276,0.002320902,-0.00114568,-0.006406861,No,0.978574594,0.969369829,0.213163315
NONLIVINGAREA_MODE,0.001919697,-0.012710544,0.000231177,0.061778074,0.032390407,0.041417702,0.036402999,0.049695498,0.005537911,-0.011725711,0.047196554,0.00132127,-0.027811372,,0.011805943,0.002806635,-0.003761012,0.012097207,0.011369411,0.002000541,-0.058208337,-0.059467862,0.039198224,0.006674796,0.011748876,0.014749677,-0.012953383,-0.014114163,-0.00902233,0.026420395,0.037313408,-0.002664674,0.284942231,0.26004693,0.008627093,0.112256845,0.217017954,0.264709344,0.170930406,0.225171721,0.130328667,0.162192677,0.275960546,0.286072322,0.20809651,0.966086552,0.294580668,0.272278944,-0.004790013,0.117317382,0.228343673,0.27378963,0.176348822,0.231138368,0.135331084,0.17043067,0.289316922,0.295724908,0.213163315,1,0.28588418,0.262664481,0.00663786,0.112406805,0.218972222,0.265348257,0.170663669,0.225478154,0.130198852,0.163746213,0.278678462,0.285189259,0.210271486,0.975838527,0.346956895,-0.012169214,-0.009907941,-0.012042997,-0.010107306,-0.001393472,0.000864347,-0.023513194,0.00051745,0.001771222,-0.009178779,0.002362291,0.026885081,0.007971825,0.002017984,0.005565076,0.011626797,0.0061863,0.013609892,0.008739262,-7.36E-05,0.008825463,0.002803372,0.00155863,-0.001016709,-0.000443749,0.003237833,0.001012893,-0.005167806,0.010276136,-0.001864675,-0.007928687,-0.080374436,No,0.975838527,0.966086552,0.346956895
APARTMENTS_MEDI,0.001988053,-0.029183759,-0.012984705,0.033797732,0.058682214,0.073987063,0.06318678,0.201380425,0.005091885,-0.016238976,0.013463346,-0.007139326,-0.050102494,-0.000166086,0.016322715,-0.012782395,-0.001924251,0.055741474,0.031091705,-0.010933437,-0.148448204,-0.167911252,0.082531259,0.00401546,0.008441399,0.018141064,-0.052003848,-0.095069926,-0.076611901,0.052523643,0.089293692,0.005537878,0.995080816,0.678174129,0.100131914,0.339324107,0.538120031,0.834522677,0.611587038,0.615242905,0.442107908,0.497519842,0.935578303,0.912504177,0.190206242,0.297104855,0.977193059,0.663955057,0.095434008,0.338613986,0.531576719,0.825619278,0.587951382,0.612570447,0.434973194,0.489932068,0.932170785,0.896134052,0.186143443,0.28588418,1,0.680480379,0.099965474,0.338516885,0.540783785,0.837447313,0.611440632,0.614336807,0.441136437,0.500847629,0.942485148,0.915947345,0.191533098,0.297584492,0.886568251,-0.024128118,-0.013500753,-0.023675681,-0.015994925,-0.008690236,0.003496613,-0.043457895,0.002946791,0.00606504,-0.009009705,-0.000511937,0.054958414,0.017763554,-0.002598607,0.017940861,0.003806382,0.020174472,0.017023719,0.00974675,0.004850581,0.005156896,0.004824731,-3.87E-05,-0.002979467,-0.004030242,0.002068317,0.004634667,4.08E-05,0.035180991,-0.002707165,-0.016126905,0.119883734,APARTMENTS_MEDI,0.995080816,0.977193059,0.942485148
